Sex,Year,Current_Course,SHS_Strand,First_Choice,Second_Choice,Third_Choice,Decision_Making1,Decision_Making2,Decision_Making3,Decision_Making4,Decision_Making5,Personal_Assessment1,Personal_Assessment2,Personal_Assessment3,Personal_Assessment4,Personal_Assessment5,Course_Environment1,Course_Environment2,Course_Environment3,Course_Environment4,Course_Environment5,Course_Satisfaction1,Course_Satisfaction2,Course_Satisfaction3,Course_Satisfaction4,Course_Satisfaction5,Academic_Experience1,Academic_Experience2,Academic_Experience3,Academic_Experience4,Academic_Experience5,Same_Course,Different_Course
1,1,12,4,23,23,19,3,2,3,4,1,3,3,2,2,3,2,2,3,2,3,3,3,2,2,3,3,3,3,3,3,0,0
1,2,6,0,12,26,6,4,4,4,4,2,4,3,3,2,3,3,3,3,4,2,3,3,2,3,2,3,3,3,4,4,1,0
0,1,13,3,23,34,6,4,4,4,3,2,3,2,3,2,2,1,1,4,2,2,3,2,3,2,4,4,1,3,2,4,0,1
0,1,13,3,23,34,6,3,4,4,4,2,3,2,2,2,3,2,2,3,3,2,2,3,2,3,3,3,1,3,4,3,0,1
0,2,6,3,12,30,12,3,4,4,4,2,3,3,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,3,4,2,0,1
0,1,0,0,5,7,8,3,3,4,4,2,2,2,2,2,3,3,4,4,4,2,3,3,3,3,3,3,3,3,3,4,1,0
1,0,10,0,9,33,8,3,4,3,4,2,3,3,2,2,3,3,3,3,3,2,3,3,2,3,3,2,2,3,4,3,0,1
0,1,13,0,23,14,8,2,4,4,4,2,3,2,2,2,3,2,2,3,3,2,3,3,2,2,3,3,3,3,3,2,0,0
1,1,8,4,14,24,9,2,2,3,3,2,1,1,1,2,1,2,3,2,1,2,1,1,1,2,4,2,1,2,2,2,0,1
0,2,13,4,27,16,9,3,3,4,3,2,3,3,3,2,2,3,3,2,2,2,3,2,2,2,3,2,3,3,4,4,0,1
0,1,0,0,5,7,10,2,3,3,3,2,3,2,3,2,2,2,2,3,3,2,3,2,3,1,1,3,3,3,4,2,0,1
0,2,2,0,7,5,10,3,4,4,4,2,3,3,2,2,3,3,3,3,2,2,3,3,2,3,4,2,2,2,4,3,0,1
0,2,4,0,5,9,10,3,4,3,3,2,2,2,2,2,3,2,2,2,2,2,3,3,3,2,4,2,2,3,4,3,0,1
1,1,6,3,12,24,10,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,4,3,0,1
1,0,15,3,12,34,14,3,4,4,4,2,3,3,3,2,3,3,3,4,2,2,3,3,3,2,2,3,2,3,4,1,0,0
0,1,6,3,12,17,16,3,4,3,4,2,3,2,2,2,2,2,3,3,3,2,2,2,2,2,3,2,2,2,3,4,0,1
0,1,0,3,5,30,13,1,3,3,3,2,1,1,1,2,1,3,3,2,4,2,3,1,1,2,4,2,2,3,4,2,0,1
0,2,6,3,12,12,13,3,3,3,3,2,2,3,2,2,3,3,3,3,2,2,2,3,2,2,2,2,2,3,3,3,1,0
1,1,13,4,23,30,13,3,3,4,4,2,3,2,1,2,3,4,3,3,3,2,2,3,2,3,4,3,2,3,4,2,0,1
1,1,13,3,12,13,17,4,3,4,4,2,3,3,3,2,3,2,3,1,1,2,3,3,2,3,2,3,4,4,4,3,0,1
1,1,13,3,23,14,17,3,3,4,3,2,3,3,3,2,3,2,3,3,3,2,3,3,2,2,1,3,4,3,4,2,1,0
0,2,13,4,23,33,17,4,4,4,4,2,3,3,3,2,3,3,3,3,3,2,4,3,4,4,3,3,3,3,3,4,0,1
1,1,14,3,24,18,17,2,2,3,3,2,2,3,2,2,2,2,3,3,3,2,2,2,2,3,1,2,2,2,4,3,0,1
1,1,14,3,12,25,17,4,3,4,4,2,3,3,3,2,3,3,3,4,1,2,3,3,2,2,4,3,3,3,4,3,0,1
1,1,9,4,16,24,15,3,3,4,4,2,2,2,2,2,2,3,3,3,2,2,2,2,2,4,4,2,2,2,4,3,1,1
0,1,13,3,23,34,15,3,3,3,3,2,3,2,2,2,2,2,3,3,2,2,3,2,3,2,3,3,3,3,4,2,0,1
0,1,13,3,23,16,15,3,2,4,4,2,3,3,3,2,3,2,3,2,2,2,3,3,3,2,1,3,3,3,3,3,0,0
0,0,13,4,23,16,15,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,1,1
0,1,13,3,27,24,15,3,4,4,4,2,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,4,3,1,1
0,1,6,3,5,12,19,3,2,4,4,2,2,3,2,2,3,2,3,3,3,2,3,3,3,2,2,3,2,3,4,3,0,0
0,1,14,3,12,25,19,4,3,4,4,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,1,3,3,3,4,3,1,1
1,2,6,3,24,12,26,2,2,4,4,2,1,1,1,2,1,2,2,1,3,2,3,1,1,1,4,2,2,2,4,1,0,1
0,2,13,0,22,33,26,3,3,3,3,2,1,1,1,2,1,2,3,1,3,2,3,1,1,2,3,2,3,3,4,2,0,1
0,1,9,4,16,24,30,3,4,4,4,2,2,2,2,2,2,3,3,2,3,2,3,2,2,2,4,4,2,3,4,3,0,1
0,2,13,4,23,14,30,4,4,4,4,2,3,2,3,2,3,2,3,3,2,2,3,3,3,3,2,3,3,3,3,2,0,1
0,2,6,3,27,11,32,3,4,4,4,2,3,4,2,2,4,2,2,4,3,2,3,4,2,3,3,3,2,2,3,2,0,0
0,1,10,3,27,30,32,3,4,4,4,2,1,1,1,2,1,3,3,3,1,2,1,1,1,4,4,2,1,2,4,3,0,1
1,2,13,3,23,28,32,4,4,4,4,2,1,1,1,2,2,4,4,1,4,2,3,2,3,2,4,2,3,4,4,4,0,1
1,1,17,0,5,33,33,2,3,4,4,2,4,4,4,2,3,3,2,4,2,2,3,3,3,2,3,2,1,2,3,3,1,0
0,1,13,4,23,8,33,3,3,3,4,2,2,2,3,2,1,3,2,1,2,2,2,1,2,2,4,2,3,1,4,2,0,1
0,2,13,3,23,26,33,2,3,4,3,2,1,2,2,2,1,2,3,2,1,2,2,1,1,3,4,2,3,2,4,2,0,1
0,2,13,3,23,26,33,2,2,3,3,2,1,1,1,2,1,2,3,1,1,2,2,1,1,3,4,2,3,2,4,2,1,1
0,2,13,3,23,26,33,1,2,3,4,2,1,1,1,2,1,2,4,2,1,2,1,1,1,3,4,2,3,3,4,2,1,1
0,2,2,0,9,7,36,3,4,4,3,2,3,2,3,2,3,2,3,3,3,2,2,3,3,2,3,3,3,4,4,3,0,1
0,2,6,3,12,34,36,3,3,3,3,2,2,3,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,1,1
0,2,5,1,3,0,23,3,3,3,3,2,3,3,3,2,4,3,3,3,3,2,4,4,4,2,3,4,4,4,4,3,1,0
0,2,1,1,29,28,7,4,4,4,4,4,2,2,2,2,3,2,2,4,3,2,2,3,2,3,4,2,2,1,4,2,0,1
0,1,6,3,33,12,14,3,4,4,4,2,3,1,1,2,1,3,3,4,4,2,4,1,1,2,3,3,3,3,4,2,0,1
0,1,6,3,27,34,13,2,4,4,3,2,2,2,2,2,3,1,2,3,1,2,3,3,2,3,3,2,3,3,1,2,0,0
0,2,13,0,7,9,13,2,4,4,3,2,3,3,2,2,1,2,3,3,2,2,2,1,2,3,2,3,2,3,4,2,0,1
0,2,0,0,5,6,8,3,3,4,4,5,3,2,1,2,3,3,3,3,3,2,2,3,2,3,1,2,2,2,3,2,1,1
1,1,13,3,23,16,15,4,4,4,4,1,4,4,4,2,4,4,3,3,2,2,3,4,3,2,2,3,3,4,3,4,1,0
0,2,8,4,23,14,17,4,4,3,3,1,3,4,4,2,4,2,3,4,2,2,3,4,4,3,1,3,3,3,2,4,1,0
0,2,8,4,23,14,17,4,3,3,3,1,3,4,4,2,3,3,4,4,1,2,3,3,3,3,1,3,3,3,2,3,1,0
0,1,13,4,23,14,17,2,2,3,3,1,2,3,2,2,3,2,2,2,2,2,3,3,3,2,2,2,3,3,3,3,1,0
0,2,4,0,5,9,0,3,3,4,4,1,4,4,4,2,4,2,2,3,3,2,3,4,4,2,4,3,2,3,3,2,1,0
0,1,2,0,7,35,2,4,3,4,3,1,3,3,3,2,4,3,3,4,2,2,3,4,3,3,1,3,2,3,3,3,1,0
0,2,13,4,23,24,5,4,3,4,4,1,3,4,3,2,4,4,3,3,2,2,4,4,3,1,1,3,4,4,4,4,1,0
1,1,6,3,12,18,4,4,4,4,3,1,4,4,4,2,4,4,4,3,4,2,4,4,3,3,1,3,2,3,3,4,1,0
0,1,18,0,5,7,37,3,3,3,3,1,3,3,3,2,3,2,3,3,2,2,3,3,3,2,3,3,3,3,3,3,0,1
0,1,6,3,12,5,37,4,4,4,4,1,3,3,3,2,3,3,3,3,4,2,3,3,2,3,4,3,2,1,4,1,0,1
0,2,6,3,12,33,37,3,4,3,3,1,3,3,3,2,3,3,3,3,3,2,2,3,2,2,2,3,2,3,3,3,1,0
0,1,13,4,23,14,37,4,2,4,4,1,4,4,4,2,4,2,2,3,1,2,2,4,3,4,1,3,3,3,4,4,1,0
1,1,13,3,27,24,37,4,4,4,4,1,3,3,3,2,3,2,3,3,2,2,3,3,3,2,2,3,2,2,3,3,1,1
0,1,18,4,9,23,6,3,3,4,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,1,0
0,2,6,0,8,7,6,2,3,4,4,1,2,3,3,2,2,2,2,2,3,2,3,2,2,3,3,3,3,3,4,2,0,1
0,1,9,3,12,16,6,3,3,4,4,1,3,3,3,2,3,3,4,4,4,2,3,3,2,2,4,3,3,3,3,4,0,0
0,0,11,0,18,12,6,4,4,4,4,1,3,3,3,2,4,3,3,4,2,2,3,4,3,3,2,3,2,3,3,3,1,0
0,2,13,4,23,17,6,4,4,4,3,1,3,2,3,2,3,4,4,2,2,2,3,3,3,4,3,3,3,3,4,4,1,1
1,1,13,3,12,24,6,3,4,3,3,1,4,4,4,2,4,2,3,4,2,2,4,4,3,4,2,4,3,4,2,3,1,0
0,0,7,3,27,29,12,3,3,3,3,1,3,3,3,2,3,2,2,3,2,2,2,3,3,3,2,2,3,1,4,3,0,1
0,2,6,3,12,5,6,4,3,3,3,1,4,4,4,2,3,3,3,2,2,3,3,3,2,2,3,3,1,3,3,3,1,0
1,2,6,3,12,13,12,4,3,4,2,1,4,4,4,2,4,3,2,1,1,2,4,4,3,1,1,4,3,3,4,2,1,0
0,1,6,3,12,16,12,4,3,3,4,1,1,3,1,2,1,2,3,3,3,2,2,1,1,2,2,3,3,3,4,3,0,1
1,2,8,3,14,16,12,3,3,4,4,1,3,4,3,2,4,2,3,4,1,2,3,4,3,2,2,3,3,2,3,2,1,0
0,2,13,3,23,14,12,4,3,4,3,1,3,2,2,2,3,3,3,1,1,2,4,3,3,2,3,3,3,4,4,3,0,1
0,2,0,0,5,35,8,2,4,4,4,1,2,3,2,2,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,2,0,0
0,1,4,0,5,9,8,4,4,4,4,1,3,4,3,2,3,2,2,4,4,2,3,3,3,2,3,3,1,4,4,4,1,0
0,1,18,0,5,35,8,4,3,3,3,1,3,4,3,2,3,3,3,3,2,2,3,3,4,2,2,3,3,3,2,4,1,0
0,2,17,0,32,5,8,3,3,4,4,1,3,3,2,2,3,2,3,4,3,2,3,3,3,2,3,3,3,3,4,3,1,0
0,2,13,1,23,30,8,4,4,4,4,1,3,3,3,2,3,2,3,3,2,2,3,3,3,2,3,2,1,3,4,2,0,1
0,1,0,0,5,7,9,3,4,3,3,1,3,2,2,2,3,3,3,3,3,2,2,3,2,2,2,3,2,2,4,2,0,1
0,1,18,0,5,7,9,4,4,4,3,1,4,4,4,2,3,3,3,4,2,2,3,3,3,4,2,1,1,2,3,3,0,1
1,1,18,0,22,35,9,3,2,4,4,1,2,3,2,2,2,2,3,2,3,2,3,2,2,2,2,1,2,2,4,3,0,1
0,1,13,3,16,24,9,3,2,3,4,1,3,3,3,2,3,2,3,3,2,2,2,3,2,2,2,2,3,2,3,1,0,0
1,2,0,0,5,7,10,4,4,4,4,1,3,3,3,2,3,4,4,4,3,2,3,3,3,3,3,3,2,3,4,2,1,0
0,1,0,0,5,7,10,3,3,4,3,1,3,3,3,2,3,3,3,4,2,2,3,3,2,2,2,3,3,3,2,3,1,0
0,2,0,0,5,7,10,3,4,4,3,1,3,3,3,2,3,3,2,4,3,2,1,3,1,2,1,2,2,2,4,1,1,0
0,2,2,0,5,7,10,4,3,3,3,1,4,3,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,3,3,2,0,1
0,2,5,0,5,7,10,4,4,3,3,1,3,3,3,2,3,3,2,3,3,2,3,3,3,2,2,3,3,3,2,3,1,0
0,1,18,0,28,35,10,4,3,4,3,1,3,2,2,2,3,2,3,3,4,2,3,3,3,2,3,2,3,3,4,2,0,1
0,2,6,3,12,18,10,4,3,2,3,1,4,4,4,2,3,2,3,3,3,2,2,3,2,2,1,3,1,3,3,2,0,0
0,1,13,3,17,24,10,3,2,4,3,1,3,4,3,2,4,3,3,4,2,2,3,4,3,1,1,3,3,4,4,4,1,0
0,2,0,0,5,7,11,3,4,4,4,1,3,3,2,2,3,2,2,3,2,2,3,3,2,2,2,2,2,2,4,3,1,0
1,1,7,3,13,13,14,4,4,4,4,1,3,3,2,2,4,4,3,3,2,2,4,4,2,3,1,3,2,3,3,3,1,0
1,1,6,3,12,34,14,3,4,4,4,1,3,1,2,2,1,3,4,3,3,2,3,1,2,3,3,2,2,1,4,2,0,1
0,2,6,3,12,25,14,4,4,3,3,1,3,4,3,2,3,2,3,3,2,2,3,3,3,2,1,3,2,1,3,4,1,0
0,1,14,0,12,25,14,4,4,4,4,1,3,4,4,2,4,2,2,3,2,2,3,4,2,3,4,3,2,3,3,1,1,0
0,1,14,0,12,25,14,4,4,4,4,1,3,4,4,2,4,2,2,3,1,2,3,4,1,3,4,3,2,3,4,1,1,0
0,0,7,3,13,11,16,3,4,3,3,1,3,3,2,2,3,3,3,2,2,2,3,3,3,2,2,3,3,3,4,4,1,0
1,0,6,0,12,21,10,4,3,3,3,1,3,3,3,2,3,2,2,3,2,3,3,3,2,2,2,3,3,1,3,2,0,1
1,1,6,3,12,17,17,4,4,4,4,1,4,4,4,2,4,2,3,3,3,2,3,4,3,2,1,3,3,3,2,3,1,0
1,1,6,3,12,17,17,3,4,3,2,1,3,3,3,2,3,3,3,2,2,2,3,3,3,2,2,3,3,3,2,3,1,0
1,0,8,3,14,24,17,3,1,3,2,1,3,4,4,2,4,3,3,4,4,2,3,4,3,1,1,3,3,4,2,2,1,0
1,2,8,4,14,24,17,4,4,4,4,1,4,4,4,2,4,4,4,3,2,2,2,4,4,4,1,3,2,3,3,3,1,0
1,0,13,3,16,24,13,3,3,3,4,1,3,3,3,2,3,3,3,2,2,3,3,3,3,3,4,3,2,3,4,3,1,0
1,2,13,3,23,14,17,4,4,4,4,1,4,4,4,2,4,1,4,4,2,2,3,4,4,2,1,4,2,2,2,4,1,0
0,2,13,3,23,14,17,4,3,4,4,1,3,3,3,2,3,3,3,4,4,2,3,3,2,3,3,3,2,3,4,3,1,0
0,2,13,3,23,14,17,4,4,4,4,1,4,4,4,2,4,2,3,3,3,2,4,4,3,2,1,3,3,3,4,4,1,0
1,1,13,3,23,14,17,4,2,4,4,1,3,4,3,2,3,1,2,3,2,2,3,3,2,2,1,3,2,3,3,2,1,0
1,2,13,4,23,14,17,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,2,2,2,3,3,3,3,3,1,0
0,2,13,4,14,24,17,4,4,4,4,1,3,4,4,2,4,3,3,3,2,2,3,4,3,3,3,3,3,3,3,4,1,0
1,1,13,3,23,24,17,4,4,4,4,1,4,4,4,2,3,2,3,4,1,2,3,3,4,1,1,3,3,3,3,2,1,0
1,2,13,0,32,24,17,2,3,3,3,1,2,3,3,2,3,2,3,3,2,2,3,3,3,2,3,3,3,3,3,3,0,1
1,2,13,3,23,25,17,4,3,4,4,1,4,4,4,2,4,3,4,4,2,2,3,4,4,2,3,3,2,3,3,3,1,0
1,1,9,3,16,24,15,3,3,4,4,1,3,4,3,2,4,2,3,4,2,2,3,4,2,2,1,3,1,2,2,2,1,0
0,2,9,3,16,24,15,4,2,4,2,1,2,3,2,2,2,2,3,2,2,2,3,2,1,2,1,2,2,3,4,3,1,1
1,1,9,3,16,24,15,3,3,4,4,1,3,4,4,2,3,2,3,3,2,2,3,3,2,3,1,3,2,2,3,3,1,0
1,1,8,3,13,25,15,4,4,4,4,1,4,4,4,2,4,3,3,3,3,2,3,4,4,2,4,3,3,3,2,3,1,0
1,2,8,3,13,25,15,4,4,4,4,1,4,4,4,2,4,3,3,3,3,2,3,4,4,2,4,4,3,3,3,3,1,0
0,0,11,3,18,16,15,3,4,4,4,1,1,3,1,2,4,3,3,3,3,2,3,4,3,3,2,3,3,4,4,1,1,0
0,0,13,4,23,14,17,4,3,4,4,1,2,3,2,2,3,2,3,3,2,3,3,3,3,2,2,3,3,1,4,3,1,0
1,2,13,3,23,16,15,4,4,4,4,1,2,3,2,2,3,3,3,3,2,2,3,3,2,3,3,3,2,3,3,4,1,0
1,2,13,3,23,16,15,4,2,3,3,1,4,4,4,2,4,2,3,4,2,2,4,4,3,2,1,3,4,3,3,3,1,0
0,2,0,1,5,0,37,4,4,4,4,1,2,3,1,2,3,4,2,3,1,1,2,3,1,3,3,1,2,3,4,3,1,1
1,2,13,3,23,16,15,4,2,3,3,1,3,3,3,2,3,2,2,3,2,2,2,3,2,2,4,2,2,3,4,2,1,0
0,2,13,3,23,16,15,3,2,3,3,1,4,4,4,2,3,2,3,4,4,2,2,3,3,3,2,3,2,2,3,3,0,0
1,2,13,3,23,16,15,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,0
0,0,6,3,12,16,15,3,2,3,3,1,2,4,3,2,3,2,2,2,2,3,3,3,2,2,1,3,3,3,3,1,1,0
0,2,13,4,23,16,15,4,4,4,4,1,3,4,3,2,4,3,3,3,3,2,4,4,3,2,1,3,4,4,3,3,1,1
1,1,13,3,16,24,15,4,4,4,4,1,4,4,4,2,4,3,4,4,4,2,4,4,4,4,2,4,3,4,2,4,1,0
1,1,13,3,16,24,15,3,3,3,3,1,3,3,3,2,3,2,3,3,3,2,3,3,3,3,2,3,3,3,3,3,1,0
1,2,13,4,23,24,15,4,4,4,4,1,3,4,4,2,4,3,3,3,2,2,3,4,3,2,4,3,3,3,3,1,1,0
0,0,15,3,12,25,15,4,4,4,4,1,3,3,4,2,4,1,1,4,2,2,3,4,3,1,3,3,3,3,3,4,1,0
1,2,0,0,5,12,19,4,4,4,4,1,3,4,2,2,3,4,3,4,2,2,3,3,2,2,1,3,2,3,3,3,1,0
1,1,6,3,12,34,19,4,3,4,3,1,3,3,3,2,3,2,3,3,2,2,3,3,3,2,2,3,3,3,3,3,1,0
1,2,6,0,12,5,19,4,4,4,4,1,2,1,1,2,2,1,1,4,4,2,2,2,1,1,2,2,2,3,4,1,0,0
1,1,6,3,33,12,19,4,4,4,4,1,4,3,3,2,3,4,4,4,3,2,3,3,4,2,2,4,3,3,3,1,0,0
1,1,6,3,12,16,19,4,4,4,4,1,4,4,3,2,4,2,3,4,1,2,4,4,4,2,2,4,4,4,4,3,1,0
1,2,6,3,12,25,19,4,4,4,4,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,2,3,3,3,2,4,1,0
0,2,13,0,5,24,19,3,4,4,4,1,3,4,3,2,4,3,3,2,1,2,3,4,3,2,3,4,3,3,3,2,1,0
1,1,14,3,12,25,19,3,3,3,3,1,4,4,4,2,3,2,4,3,2,2,2,3,3,1,3,3,1,3,3,3,1,0
1,1,6,3,12,34,18,3,4,4,4,1,3,3,3,2,3,4,4,4,3,2,3,3,3,3,2,3,3,3,3,3,1,0
0,2,6,3,12,18,18,4,4,4,4,1,4,4,4,2,4,1,3,4,3,2,4,4,3,2,1,3,4,3,3,4,1,0
1,1,8,3,14,16,18,3,3,4,4,1,4,4,4,2,3,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,1,0
0,1,0,0,5,7,38,3,3,3,3,1,3,3,2,2,3,3,3,1,1,2,2,3,2,3,3,3,3,3,4,3,0,1
0,1,18,3,33,5,38,4,3,3,4,1,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,2,2,4,3,0,1
0,1,18,0,5,7,38,3,4,3,3,1,2,2,2,2,2,3,3,2,2,2,3,2,2,2,3,2,2,1,4,2,0,1
0,1,18,0,5,7,38,4,4,4,3,1,3,3,2,2,3,2,3,2,3,2,3,3,3,3,2,3,4,3,2,4,0,1
0,1,18,0,5,7,38,4,3,4,4,1,3,3,2,2,3,3,3,4,3,2,3,3,3,4,3,3,2,3,3,3,1,0
1,1,12,4,22,8,38,4,4,4,4,1,4,4,2,2,3,4,4,1,1,2,3,3,3,3,1,3,3,3,3,4,1,0
1,1,18,0,34,7,25,3,3,4,4,1,3,3,3,2,4,2,4,4,3,2,4,4,3,2,3,3,4,3,3,3,1,0
0,2,17,0,32,9,25,4,4,4,4,1,3,4,3,2,3,4,4,4,3,2,3,3,2,2,2,3,2,3,3,3,1,0
0,2,13,0,23,14,25,4,2,4,4,1,3,3,4,2,4,2,2,4,1,2,3,4,4,4,4,3,3,2,1,4,0,0
0,2,13,3,27,23,25,4,4,4,4,1,3,3,4,2,3,2,2,4,1,2,4,3,3,2,1,2,1,4,4,4,1,0
0,1,6,3,12,34,26,4,4,4,3,1,3,3,3,2,4,2,4,4,2,2,4,4,2,2,2,3,3,3,4,4,1,0
0,1,6,3,12,34,26,2,3,3,3,1,3,3,2,2,3,3,3,3,3,2,2,3,1,2,3,2,2,3,3,3,1,0
1,1,6,3,12,18,26,4,4,3,3,1,3,4,3,2,4,3,3,2,2,2,3,4,2,2,2,3,3,3,3,2,1,0
1,1,9,3,16,12,26,4,3,3,3,1,3,3,3,2,3,2,3,3,2,2,3,3,3,2,2,3,3,3,2,2,1,0
1,2,9,0,16,14,26,3,3,3,3,1,3,3,3,2,3,2,3,3,3,2,3,3,2,2,2,3,3,3,2,3,0,0
1,1,9,1,16,14,26,3,3,4,4,1,3,3,2,2,3,3,3,3,3,2,3,3,2,2,3,3,3,3,3,2,1,0
1,1,8,3,14,16,26,3,3,3,3,1,4,4,4,2,4,2,3,3,2,2,4,4,4,3,2,4,2,3,2,2,1,0
1,2,8,3,14,16,26,3,3,4,4,1,2,3,2,2,3,3,3,4,3,2,3,3,2,2,2,2,3,3,4,3,1,0
0,1,8,4,14,16,26,3,2,4,4,1,3,3,3,2,3,2,2,3,3,2,3,3,3,2,2,2,2,3,3,2,1,1
0,0,8,3,14,24,26,4,4,4,4,1,3,3,3,2,4,3,3,4,3,2,3,4,3,2,1,3,3,3,4,3,1,0
0,2,13,3,29,34,26,4,4,4,3,1,2,3,2,2,4,1,4,4,1,2,3,4,3,3,4,3,3,3,3,3,0,1
0,1,13,0,7,5,26,3,4,4,4,1,1,1,1,2,2,3,3,1,1,2,3,2,2,3,2,2,3,3,3,3,0,1
1,2,13,3,33,12,26,3,3,4,4,1,2,3,2,2,3,3,3,4,2,2,3,3,1,3,3,3,2,3,4,3,0,1
0,2,13,3,18,14,26,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,0,1
1,2,13,3,12,17,26,2,3,4,4,1,2,2,2,2,3,2,3,3,2,2,3,3,3,3,1,3,3,2,2,3,1,1
0,0,15,3,26,12,26,3,4,4,3,1,3,3,2,2,3,2,2,4,3,2,2,3,2,2,3,3,2,3,4,3,1,0
1,1,14,3,12,25,26,3,4,4,3,1,3,3,3,2,3,2,3,3,1,2,3,3,2,3,1,3,2,3,4,3,1,1
1,1,13,4,23,34,29,3,4,4,4,1,4,4,3,2,4,4,4,4,3,2,4,4,3,3,3,4,3,4,1,4,1,1
0,2,6,3,12,13,28,4,4,4,3,1,3,3,2,2,3,1,3,2,3,2,3,3,2,2,2,2,2,2,4,2,1,0
0,2,9,3,16,24,28,4,4,4,3,1,4,4,4,2,3,4,3,4,3,2,3,3,2,3,1,2,2,3,3,1,1,0
1,1,13,3,23,14,28,3,3,3,4,1,2,3,1,2,3,1,3,3,3,2,3,3,2,2,3,3,2,1,3,1,1,1
0,2,6,3,12,34,27,3,3,3,3,1,3,3,3,2,4,2,2,3,1,2,3,4,2,2,2,2,2,2,3,3,1,0
0,1,6,3,33,12,27,4,4,4,3,1,4,3,3,2,3,3,3,3,2,2,2,3,2,2,2,2,2,2,4,2,0,1
1,2,6,3,12,18,27,4,4,3,3,1,4,4,3,2,4,3,3,3,3,2,4,4,3,2,4,3,3,3,3,3,1,1
0,1,6,3,12,26,27,3,3,4,4,1,3,3,3,2,3,2,3,3,3,2,3,3,2,3,3,3,3,3,4,3,1,0
1,0,6,3,12,25,15,3,3,3,3,1,3,3,2,2,3,2,2,3,2,3,3,3,2,2,2,3,2,3,3,3,1,0
1,2,13,3,12,24,27,4,3,3,2,1,3,3,3,2,3,2,3,3,3,2,3,3,2,3,1,3,2,3,3,3,1,0
0,1,14,3,33,12,27,3,4,4,3,1,4,4,4,2,4,1,3,4,1,2,3,4,2,2,1,3,2,3,4,4,1,0
0,2,17,4,32,23,30,4,1,4,4,1,4,4,4,2,4,4,4,2,2,2,3,4,3,3,1,3,2,3,2,4,1,0
0,1,7,3,13,15,30,4,4,4,3,1,3,4,3,2,3,3,3,4,2,2,4,3,3,1,4,3,4,3,3,4,1,0
1,2,6,3,12,34,30,4,3,4,4,1,4,4,4,2,4,4,4,4,2,2,4,4,3,2,1,3,3,2,4,2,1,0
1,2,6,4,5,12,30,2,3,4,3,1,3,3,3,2,4,3,3,3,3,2,3,4,1,2,3,2,3,3,4,4,1,0
0,0,10,3,11,30,30,3,4,4,4,1,1,2,1,2,3,1,1,4,2,2,3,3,3,3,3,3,3,3,4,4,0,1
0,2,13,4,23,12,30,3,3,3,3,1,3,3,2,2,3,2,3,3,2,2,3,3,3,2,2,2,3,3,3,3,0,1
0,2,13,4,23,14,30,4,4,4,4,1,2,3,2,2,2,2,3,3,3,2,3,2,2,2,4,4,4,3,4,4,0,1
0,2,6,3,12,25,32,3,3,3,3,1,3,3,1,2,1,3,3,4,4,2,3,1,2,2,3,3,2,2,3,2,0,1
0,2,13,4,23,14,33,4,4,4,4,1,3,3,3,2,3,2,2,3,3,2,2,3,3,2,1,2,3,3,3,3,1,1
0,1,13,3,27,24,33,3,4,4,3,1,2,2,2,2,3,2,3,4,3,2,3,3,3,2,2,2,1,3,4,3,0,1
0,2,0,0,5,7,36,3,3,4,4,1,2,2,2,2,2,3,2,3,4,2,1,2,1,4,2,1,1,1,4,2,0,1
0,2,2,0,5,7,36,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,1,0
0,2,13,4,23,16,36,4,4,4,4,1,3,3,2,2,3,4,3,4,3,2,3,3,2,4,4,2,2,3,4,3,0,1
0,2,13,3,16,24,36,4,4,4,4,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,4,1,0
0,2,17,1,29,33,23,3,2,4,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,4,0,1
1,2,13,3,23,14,3,2,4,3,3,2,1,2,1,2,2,2,2,2,3,2,3,2,1,2,4,2,3,3,4,1,0,0
1,2,13,3,23,14,37,4,4,4,3,2,4,4,4,2,3,3,3,4,4,2,3,3,3,4,1,3,2,3,4,4,1,0
0,2,7,3,13,15,6,3,3,4,4,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,1,3,3,3,0,1
